order_id,user_id,amount,status,orig
13187182,sdv-id-yBAHqE,143.6,completed,True
12664519,sdv-id-TIGRex,249.72,completed,True
7848285,sdv-id-UpbNzw,183.24,completed,True
1392134,sdv-id-XMrpxt,89.99,pending,True
930883,sdv-id-XMaXgZ,230.2,completed,True
8597183,sdv-id-TRKmbu,108.55,completed,True
11691644,sdv-id-aDZQPd,98.22,completed,True
14638055,sdv-id-CHwVWQ,249.68,completed,True
2288242,sdv-id-BVwPIS,164.32,completed,True
1707464,sdv-id-VKPPXC,89.99,pending,True
7641743,sdv-id-kqBUrp,89.99,completed,True
4422509,sdv-id-KvLvkC,89.99,pending,True
16571767,sdv-id-hplDIm,89.99,pending,True
9322380,sdv-id-tUBICS,89.99,completed,True
10242716,sdv-id-ZazrqF,90.87,completed,True
11389657,sdv-id-AfeIrF,243.19,completed,True
8339925,sdv-id-WdpMTt,94.06,completed,True
8403134,sdv-id-dksTpa,249.79,completed,True
8125167,sdv-id-JoEGjc,89.99,completed,True
7749352,sdv-id-DdZLbn,89.99,completed,True
8365349,sdv-id-jgYmJt,89.99,pending,True
7906369,sdv-id-xYwhrh,153.95,completed,True
9721975,sdv-id-FGRPvQ,89.99,completed,True
7654065,sdv-id-qiDOoG,89.99,pending,True
1480048,sdv-id-TjOqKx,89.99,completed,True
2404528,sdv-id-aKuLxw,159.49,completed,True
16179133,sdv-id-XQiuUg,89.99,completed,True
11738495,sdv-id-Ksjekg,89.99,pending,True
11209518,sdv-id-dCZrjf,238.69,completed,True
3094388,sdv-id-iTMycH,89.99,completed,True
9579721,sdv-id-zYFMqm,89.99,completed,True
8386154,sdv-id-rOgKBY,89.99,completed,True
2554674,sdv-id-ZUWWat,143.44,completed,True
9425871,sdv-id-apOdNl,186.29,completed,True
14534730,sdv-id-chUljh,89.99,completed,True
15332927,sdv-id-EzdiLs,89.99,pending,True
3803788,sdv-id-aPjBPr,187.27,completed,True
13855827,sdv-id-hzGMKk,89.99,completed,True
14381000,sdv-id-wHNAIS,250.0,completed,True
14010986,sdv-id-ldzWez,89.99,completed,True
16662826,sdv-id-EpFOVc,241.45,completed,True
9359196,sdv-id-HFrDGY,89.99,pending,True
9048344,sdv-id-IPxyMn,89.99,pending,True
5802465,sdv-id-vpxUCh,250.0,completed,True
2928277,sdv-id-tBoRPT,93.74,completed,True
14924589,sdv-id-iUrzgV,89.99,completed,True
3431252,sdv-id-TSjEOr,92.02,completed,True
6465975,sdv-id-pqtDdb,118.89,completed,True
8261583,sdv-id-Kufhnp,197.53,completed,True
13872604,sdv-id-PNWRsR,119.91,completed,True
13598528,sdv-id-uExXmD,89.99,completed,True
3087654,sdv-id-WgLLYR,89.99,pending,True
16584563,sdv-id-XQNxpc,218.34,completed,True
1698720,sdv-id-YQrnFf,245.26,completed,True
20557,sdv-id-fGVkSo,224.72,completed,True
10187382,sdv-id-vTjJwA,140.36,completed,True
3161999,sdv-id-qxsuLg,247.64,completed,True
15911089,sdv-id-ssGUGd,90.43,completed,True
11601448,sdv-id-efbNLo,182.58,completed,True
12982345,sdv-id-nmSica,90.65,completed,True
14294394,sdv-id-qojMmZ,99.34,completed,True
3861253,sdv-id-hqPEBZ,89.99,pending,True
2628922,sdv-id-cJLewb,97.79,completed,True
10785573,sdv-id-IKEqaf,167.56,completed,True
10089844,sdv-id-rhviwa,212.05,completed,True
4022842,sdv-id-PPgEfz,125.08,completed,True
14814737,sdv-id-kDWXHa,89.99,pending,True
15187491,sdv-id-BQiSeX,89.99,pending,True
2257786,sdv-id-RzoDbJ,89.99,completed,True
13368217,sdv-id-aYjHLD,89.99,pending,True
9161988,sdv-id-tVCyRg,146.76,completed,True
12580336,sdv-id-LKggHt,89.99,completed,True
10801584,sdv-id-XLcwLs,89.99,completed,True
16115507,sdv-id-dNUNbz,247.51,completed,True
5060108,sdv-id-hxyqxn,89.99,pending,True
5857066,sdv-id-xEeCeF,111.19,completed,True
11873934,sdv-id-NqkjZf,245.57,completed,True
5828635,sdv-id-SzlCoi,161.78,completed,True
16332110,sdv-id-BhnQKn,151.84,completed,True
9704587,sdv-id-NgmLva,248.49,completed,True
12192256,sdv-id-ZUikEa,89.99,completed,True
1469720,sdv-id-SWERns,89.99,pending,True
15790911,sdv-id-uXZIFg,249.82,completed,True
2121837,sdv-id-GLmUuY,249.98,completed,True
9940001,sdv-id-aUhGQj,89.99,completed,True
8325792,sdv-id-txzdmp,105.97,completed,True
8400930,sdv-id-kXscmI,249.08,completed,True
2843141,sdv-id-VzuMkF,89.99,pending,True
2966483,sdv-id-SrujAG,224.01,completed,True
12645080,sdv-id-QaCJzQ,93.67,completed,True
3689754,sdv-id-fzPNGm,249.59,completed,True
6037001,sdv-id-MDTkNi,89.99,completed,True
4506893,sdv-id-jtIAvW,249.46,completed,True
12934680,sdv-id-JautLP,223.08,completed,True
2425292,sdv-id-SYVBwK,94.08,completed,True
6274137,sdv-id-gQUVKp,227.83,completed,True
16135961,sdv-id-qAJrKc,246.88,completed,True
493278,sdv-id-wkOYns,89.99,completed,True
3155964,sdv-id-mlTDzP,89.99,completed,True
9482441,sdv-id-LyKIvQ,108.77,completed,True
1108184,sdv-id-JTyIOq,171.27,completed,True
1021438,sdv-id-IOcLzK,135.62,completed,True
13871123,sdv-id-qOiAMJ,89.99,pending,True
8668384,sdv-id-SALQOq,216.36,completed,True
4062184,sdv-id-fRuvaM,89.99,pending,True
9112199,sdv-id-gXTlNe,89.99,pending,True
15580607,sdv-id-XpMRby,89.99,pending,True
14115461,sdv-id-CDaOfU,173.15,completed,True
3187135,sdv-id-kRULfE,106.2,completed,True
2394451,sdv-id-MOzNDz,89.99,completed,True
13305905,sdv-id-ctCcEI,238.34,completed,True
151437,sdv-id-tPxPLs,249.51,completed,True
2379557,sdv-id-gUvIDQ,89.99,completed,True
9111091,sdv-id-FQEymC,214.98,completed,True
16329567,sdv-id-AOTOix,89.99,completed,True
7028214,sdv-id-GFJiyh,89.99,pending,True
866525,sdv-id-ipjdHh,125.9,completed,True
15783415,sdv-id-QRzdxh,89.99,completed,True
402147,sdv-id-WZwPao,89.99,completed,True
3716200,sdv-id-MQfVnN,146.68,completed,True
6136044,sdv-id-rtBwTR,89.99,completed,True
8642903,sdv-id-pxFOTM,90.08,completed,True
13266320,sdv-id-gNzxKj,232.5,completed,True
12659385,sdv-id-UtBsHO,228.68,completed,True
10943874,sdv-id-nTmsDS,89.99,completed,True
11006681,sdv-id-nMyMtg,89.99,pending,True
5953892,sdv-id-VnqiNS,104.4,completed,True
338854,sdv-id-xafDlG,89.99,completed,True
9999478,sdv-id-mBFkEP,91.98,completed,True
4262976,sdv-id-yWqefg,89.99,completed,True
7739641,sdv-id-ghKHkJ,172.33,completed,True
15675160,sdv-id-zBuGCr,248.58,completed,True
14903324,sdv-id-QbGxmi,249.74,completed,True
15987469,sdv-id-HalwdJ,90.64,completed,True
8946455,sdv-id-uEOwtf,249.01,completed,True
11367564,sdv-id-GyTLgk,117.35,completed,True
12581125,sdv-id-zobJox,112.81,completed,True
4607138,sdv-id-waKQKn,89.99,pending,True
12806646,sdv-id-soJAWD,120.44,completed,True
7666441,sdv-id-sLtDvM,89.99,pending,True
13044695,sdv-id-JrYOYa,99.74,completed,True
7935518,sdv-id-gymPga,168.37,completed,True
5496828,sdv-id-uThzyX,101.74,completed,True
11405347,sdv-id-PnAMbp,236.66,completed,True
4855125,sdv-id-RGUIsE,239.98,completed,True
4717798,sdv-id-FDBQUa,241.27,completed,True
410618,sdv-id-xdqiaS,94.99,completed,True
10742088,sdv-id-QZjXrm,180.63,completed,True
11523720,sdv-id-RRROtT,218.59,completed,True
11957697,sdv-id-EOhXli,89.99,completed,True
14310047,sdv-id-bFOurE,249.96,completed,True
8357498,sdv-id-zPbHeK,229.3,completed,True
10401898,sdv-id-BRrjWn,247.25,completed,True
6986900,sdv-id-NwonRm,89.99,pending,True
6227524,sdv-id-XEgyoC,133.21,completed,True
1078812,sdv-id-dSFJJk,89.99,completed,True
2889962,sdv-id-YUVvCv,124.9,completed,True
2380548,sdv-id-AIBLLa,89.99,pending,True
1307047,sdv-id-iIGdqc,160.32,completed,True
1404768,sdv-id-DJYPPX,159.03,completed,True
4473616,sdv-id-aKFpaL,107.95,completed,True
4825730,sdv-id-kwYKTx,89.99,completed,True
10874562,sdv-id-hNpELo,210.41,completed,True
3687081,sdv-id-xQrhyU,89.99,pending,True
14793895,sdv-id-RkbKSe,139.34,completed,True
1612018,sdv-id-JbQJRl,89.99,completed,True
7816543,sdv-id-fANtIM,89.99,pending,True
1769904,sdv-id-QwsXsR,95.37,completed,True
9869699,sdv-id-UVXGWa,89.99,completed,True
4658471,sdv-id-FSjCuy,239.35,completed,True
11631627,sdv-id-iyBxUu,92.76,completed,True
16483026,sdv-id-pQqnAT,179.54,completed,True
14513336,sdv-id-KdgRwU,119.66,completed,True
11492939,sdv-id-ptpaZi,89.99,pending,True
6785419,sdv-id-Cwabim,103.66,completed,True
14181719,sdv-id-HyDwyX,132.53,completed,True
16305796,sdv-id-NSfbZo,247.89,completed,True
10819285,sdv-id-WAYPxt,143.58,completed,True
2535160,sdv-id-XNwLsJ,90.42,completed,True
4129174,sdv-id-mLGgsy,206.47,completed,True
13477066,sdv-id-pnVKTM,101.29,completed,True
10203714,sdv-id-bjDtdg,147.01,completed,True
16217249,sdv-id-QpwyPK,89.99,pending,True
11376850,sdv-id-oMeemI,89.99,pending,True
15827784,sdv-id-doqVoJ,92.41,completed,True
2213265,sdv-id-UXQqCu,130.76,completed,True
7198587,sdv-id-YHYwPE,128.18,completed,True
2124246,sdv-id-dNmTkQ,208.4,completed,True
9388583,sdv-id-sRelit,117.96,completed,True
8997000,sdv-id-AWgFLt,216.21,completed,True
11827493,sdv-id-ZwImHj,168.97,completed,True
2309730,sdv-id-zKiEJZ,95.12,completed,True
16090969,sdv-id-UbkDzn,99.06,completed,True
12101165,sdv-id-cwxNPi,170.42,completed,True
8028347,sdv-id-QNeOVB,89.99,pending,True
466488,sdv-id-EaUXMq,89.99,pending,True
948137,sdv-id-tdPiRJ,91.06,completed,True
16412445,sdv-id-bUxfHw,248.94,completed,True
1426813,sdv-id-qzVcds,89.99,pending,True
1288313,sdv-id-GAYZBy,89.99,pending,True
10889527,sdv-id-eRVtcr,185.91,completed,True
15793887,sdv-id-KFaNxz,89.99,completed,True
16533011,sdv-id-EOTshl,89.99,completed,True
373814,sdv-id-IWptVk,224.76,completed,True
15260470,sdv-id-GOzLdw,89.99,completed,True
1233333,sdv-id-YzZOMu,89.99,completed,True
7358304,sdv-id-nwxFfL,249.33,completed,True
16068100,sdv-id-VQGIej,242.75,completed,True
1856070,sdv-id-iToxyu,246.77,completed,True
15185807,sdv-id-DnzZJQ,249.88,completed,True
15042612,sdv-id-giNogr,250.0,completed,True
15599710,sdv-id-PxUtXi,89.99,completed,True
3494950,sdv-id-vNbJWW,89.99,completed,True
9112131,sdv-id-kfOKCi,89.99,pending,True
12416795,sdv-id-LXYDFD,122.2,completed,True
1447854,sdv-id-GqntZs,211.86,completed,True
15492713,sdv-id-PXcSVp,89.99,pending,True
8876209,sdv-id-DKDTNs,89.99,completed,True
2074769,sdv-id-qRubDL,89.99,pending,True
13808922,sdv-id-iUKBWe,183.39,completed,True
13960386,sdv-id-akaAcg,221.1,completed,True
1650002,sdv-id-tkcisJ,89.99,completed,True
8849014,sdv-id-IIOqDC,175.8,completed,True
13069637,sdv-id-UiOaqY,89.99,completed,True
6567398,sdv-id-JOEjhO,89.99,completed,True
7192500,sdv-id-ueABkt,89.99,pending,True
10659603,sdv-id-PFTNLV,212.84,completed,True
15090021,sdv-id-DDjJAK,222.96,completed,True
2046286,sdv-id-axNbsL,89.99,pending,True
12614953,sdv-id-TMwTHC,249.72,completed,True
513322,sdv-id-SwjfzY,89.99,completed,True
9200510,sdv-id-HGJfgD,110.0,completed,True
12399979,sdv-id-NNviJE,128.91,completed,True
15842128,sdv-id-JzPctr,97.56,completed,True
2861299,sdv-id-sqChuu,89.99,completed,True
8711594,sdv-id-SLbUHt,122.48,completed,True
2025844,sdv-id-sxiUrT,89.99,completed,True
663936,sdv-id-Imwbxa,179.34,completed,True
7759314,sdv-id-KpslZg,215.24,completed,True
5725429,sdv-id-ddmTAh,220.98,completed,True
4192526,sdv-id-IbJBVp,249.57,completed,True
16563271,sdv-id-QhctrO,206.06,completed,True
4054620,sdv-id-NKYlYv,89.99,completed,True
7745405,sdv-id-uWPGji,89.99,completed,True
6103778,sdv-id-rQAEAN,250.0,completed,True
6186300,sdv-id-FISDSH,89.99,pending,True
8624747,sdv-id-Hcoqwf,237.09,completed,True
3872591,sdv-id-tttKIn,234.04,completed,True
15486868,sdv-id-EGknBI,218.28,completed,True
14935835,sdv-id-ixGujy,89.99,pending,True
4143538,sdv-id-LaqGkR,89.99,completed,True
14649759,sdv-id-GnsPFW,173.04,completed,True
16112663,sdv-id-aURFdT,241.31,completed,True
8060999,sdv-id-dtUgkf,89.99,completed,True
13908782,sdv-id-RPdVMu,115.7,completed,True
3385252,sdv-id-aYeFWo,89.99,completed,True
4592139,sdv-id-KgiTXZ,89.99,completed,True
4619177,sdv-id-aXLZVI,249.77,completed,True
12134615,sdv-id-RxgWBc,89.99,completed,True
15185124,sdv-id-LINdWR,89.99,pending,True
1415907,sdv-id-PznwwR,89.99,completed,True
6098240,sdv-id-XsZiQB,107.4,completed,True
8447524,sdv-id-BznQMz,241.15,completed,True
12810406,sdv-id-nkSIgo,89.99,pending,True
716275,sdv-id-gpzgRN,89.99,completed,True
10705286,sdv-id-ocpzNG,89.99,completed,True
4114278,sdv-id-btrOZN,240.47,completed,True
2826488,sdv-id-JgzzOD,249.81,completed,True
7673095,sdv-id-LqkTrH,241.33,completed,True
16274832,sdv-id-mhHYut,207.26,completed,True
16318115,sdv-id-gdpJtH,248.53,completed,True
7263101,sdv-id-IpNFKY,89.99,pending,True
4928836,sdv-id-iEmkdd,249.99,completed,True
15218895,sdv-id-bBkmdU,89.99,completed,True
8789724,sdv-id-AOATMt,89.99,pending,True
15510359,sdv-id-XRHZgM,89.99,pending,True
1202111,sdv-id-lkZmGD,222.57,completed,True
10852108,sdv-id-NXJWFt,89.99,completed,True
14134650,sdv-id-cGxDzf,121.15,completed,True
10847483,sdv-id-QRdpZd,249.86,completed,True
7997461,sdv-id-RTQDHo,89.99,completed,True
2534166,sdv-id-gHUQHq,89.99,pending,True
1404400,sdv-id-GSSqGY,249.58,completed,True
11355738,sdv-id-unqDRi,234.85,completed,True
2298748,sdv-id-Fxfnwk,99.97,completed,True
12542650,sdv-id-YyDSQs,238.0,completed,True
501227,sdv-id-IxsIZP,91.11,completed,True
13247434,sdv-id-yuKiCu,244.16,completed,True
4871915,sdv-id-OLCCdk,188.13,completed,True
2596771,sdv-id-bkmMkp,89.99,pending,True
2063154,sdv-id-QXPAqK,94.29,completed,True
1707158,sdv-id-cJZQgL,89.99,completed,True
7072384,sdv-id-kxunCQ,89.99,completed,True
4770877,sdv-id-UzNXtn,247.99,completed,True
15123481,sdv-id-zIgOhp,225.93,completed,True
12808324,sdv-id-JDFDHF,183.53,completed,True
7592580,sdv-id-gIqPVb,92.43,completed,True
9159857,sdv-id-JSvAaZ,89.99,pending,True
16231297,sdv-id-jZccSh,146.04,completed,True
15774654,sdv-id-LgQixB,96.43,completed,True
366446,sdv-id-ztqoQq,248.74,completed,True
4864378,sdv-id-fyKwVz,130.65,completed,True
15139178,sdv-id-srSgpG,248.11,completed,True
13162334,sdv-id-JQGxGB,158.19,completed,True
3780986,sdv-id-nBarAf,143.73,completed,True
1821198,sdv-id-ZWpiLx,89.99,pending,True
3760805,sdv-id-levGvd,89.99,pending,True
7815848,sdv-id-xtxZut,103.69,completed,True
10482096,sdv-id-wXfbkt,228.2,completed,True
3350555,sdv-id-MNABLb,89.99,completed,True
9774854,sdv-id-QQnUcb,89.99,completed,True
15333678,sdv-id-qploel,245.99,completed,True
8808450,sdv-id-gUeLcf,89.99,completed,True
13599271,sdv-id-vnHQdf,249.06,completed,True
15050346,sdv-id-mavbXR,109.12,completed,True
15116030,sdv-id-gehCDg,89.99,completed,True
2253958,sdv-id-DSKmrD,148.68,completed,True
2855985,sdv-id-icCZHL,89.99,completed,True
13290127,sdv-id-hTCvrX,89.99,completed,True
4953536,sdv-id-sYhoDB,90.64,completed,True
8133322,sdv-id-GcXhax,247.22,completed,True
3539843,sdv-id-ZutehX,91.18,completed,True
995633,sdv-id-VqPjlD,249.98,completed,True
9016144,sdv-id-bdkevJ,93.17,completed,True
9900372,sdv-id-HJkWFC,250.0,completed,True
3645234,sdv-id-rSpNWu,249.99,completed,True
14782235,sdv-id-ZdAHOv,96.3,completed,True
8608226,sdv-id-EUGvIF,90.83,completed,True
11862594,sdv-id-zJHkWJ,89.99,completed,True
6635786,sdv-id-QkCQdz,99.64,completed,True
9620379,sdv-id-wMRVOD,248.13,completed,True
10700977,sdv-id-ywYkIB,89.99,pending,True
16179387,sdv-id-flmTqx,89.99,completed,True
14113590,sdv-id-NFQirr,139.28,completed,True
1800937,sdv-id-mLoQkp,92.01,completed,True
27466,sdv-id-FdqgtZ,90.58,completed,True
14924271,sdv-id-jxPsKj,246.23,completed,True
15559317,sdv-id-NxQPFq,248.23,completed,True
5613973,sdv-id-KrWvAe,89.99,pending,True
9100901,sdv-id-QnyBFv,119.7,completed,True
9336112,sdv-id-wSUqmO,237.16,completed,True
2776860,sdv-id-RLrUCu,250.0,completed,True
2992192,sdv-id-xBQhLO,109.91,completed,True
9516067,sdv-id-lSnvTs,166.78,completed,True
11623194,sdv-id-AOxolC,223.14,completed,True
547909,sdv-id-acvzuy,89.99,pending,True
7054394,sdv-id-PYHQlB,147.11,completed,True
9442604,sdv-id-XHXdCl,113.88,completed,True
11256422,sdv-id-pMYqLl,249.08,completed,True
16442545,sdv-id-sXzXsi,249.93,completed,True
6651471,sdv-id-RofmAy,247.17,completed,True
14597099,sdv-id-CvRRFl,89.99,completed,True
5104306,sdv-id-ncOoaz,241.04,completed,True
396023,sdv-id-NiEwoX,159.12,completed,True
9536210,sdv-id-QIvqED,91.72,completed,True
3937777,sdv-id-pnMfxp,89.99,pending,True
7633585,sdv-id-oavxms,181.57,completed,True
6004067,sdv-id-zJiDru,89.99,pending,True
1222052,sdv-id-tYEcjj,231.57,completed,True
13069448,sdv-id-qHShHY,237.97,completed,True
13315119,sdv-id-jzauBb,223.36,completed,True
4053828,sdv-id-zEzVYD,92.16,completed,True
7010695,sdv-id-SYjFOu,250.0,completed,True
5219718,sdv-id-FQqRrb,89.99,completed,True
3150731,sdv-id-SbjPOh,250.0,completed,True
121013,sdv-id-zpLBPn,126.34,completed,True
9875500,sdv-id-UKFXUQ,138.02,completed,True
4400832,sdv-id-KrTFCD,230.86,completed,True
4653820,sdv-id-uagLSe,96.61,completed,True
10073562,sdv-id-dKTpNv,228.99,completed,True
16114142,sdv-id-vnxWPV,243.54,completed,True
15562048,sdv-id-tEobkc,189.86,completed,True
8903661,sdv-id-aQdbbv,248.54,completed,True
6299843,sdv-id-jOmKDf,89.99,completed,True
4446551,sdv-id-BdPwZE,160.56,completed,True
5765742,sdv-id-Xtrzya,89.99,pending,True
743669,sdv-id-qpDLEp,89.99,completed,True
8966481,sdv-id-wIodHS,188.58,completed,True
3823190,sdv-id-RkRdEg,104.04,completed,True
5299810,sdv-id-XjeGXe,249.96,completed,True
14714690,sdv-id-JxpeUD,89.99,completed,True
13126657,sdv-id-sdyQwg,218.71,completed,True
4137598,sdv-id-AqdGcU,208.07,completed,True
11271217,sdv-id-PMhIqW,222.24,completed,True
5230960,sdv-id-lpcKNj,207.53,completed,True
16497909,sdv-id-nbWyZr,89.99,completed,True
5493408,sdv-id-uStkrM,102.22,completed,True
14463091,sdv-id-BrNaGw,126.36,completed,True
9959288,sdv-id-sXtndG,89.99,completed,True
16704602,sdv-id-NlOEJd,249.99,completed,True
13211906,sdv-id-acwQpu,243.46,completed,True
6182594,sdv-id-jJwnyr,89.99,completed,True
5719155,sdv-id-VlopBo,98.19,completed,True
5328154,sdv-id-louwsW,94.24,completed,True
15001764,sdv-id-NqqhNB,109.95,completed,True
3411022,sdv-id-QCxsBn,89.99,completed,True
5640144,sdv-id-mBzsLO,248.15,completed,True
9791353,sdv-id-OlKBTi,89.99,completed,True
5260195,sdv-id-QqMCOk,90.33,completed,True
4842916,sdv-id-KwzuOM,250.0,completed,True
5130926,sdv-id-fQJKTF,249.94,completed,True
14157073,sdv-id-xVkFDB,96.73,pending,True
1988106,sdv-id-lVhcXT,233.66,completed,True
16303092,sdv-id-WrAcZb,89.99,completed,True
2862597,sdv-id-LJshzQ,91.41,completed,True
9124803,sdv-id-qEZAOy,89.99,completed,True
13626804,sdv-id-gNGBSs,120.57,completed,True
5548598,sdv-id-dtXmXQ,102.03,completed,True
16459155,sdv-id-NBApDn,173.63,completed,True
7193651,sdv-id-tfkuac,89.99,pending,True
14790770,sdv-id-pZyjke,249.59,completed,True
5694812,sdv-id-ddyfKr,89.99,completed,True
1963329,sdv-id-EQjaRg,249.04,completed,True
14212881,sdv-id-zRhmCh,89.99,completed,True
10859980,sdv-id-JekERD,230.79,completed,True
5333024,sdv-id-simtov,89.99,completed,True
9030695,sdv-id-oBhOUW,233.54,completed,True
13527508,sdv-id-duXHaV,110.71,completed,True
6524138,sdv-id-lolIEA,137.82,completed,True
13134660,sdv-id-adUahZ,245.08,completed,True
12062956,sdv-id-nXFetw,89.99,pending,True
14172340,sdv-id-tyRrWN,249.92,completed,True
3160764,sdv-id-snKoyn,89.99,completed,True
8328850,sdv-id-oAeHwV,248.91,completed,True
5888710,sdv-id-wqopeS,225.46,completed,True
15691298,sdv-id-OORuft,128.69,completed,True
12528090,sdv-id-bzherW,89.99,completed,True
3295249,sdv-id-xiEMVf,242.71,completed,True
9392988,sdv-id-vBuoOK,91.31,completed,True
7597798,sdv-id-AzPSmc,128.51,completed,True
15824519,sdv-id-qIWwzJ,111.48,completed,True
4247441,sdv-id-tnLQfO,89.99,completed,True
4986502,sdv-id-vAGGbq,89.99,pending,True
15784600,sdv-id-OggOfy,250.0,completed,True
2680086,sdv-id-PzyjKz,89.99,completed,True
15297668,sdv-id-xQNFBF,208.27,completed,True
9245146,sdv-id-SvyREZ,249.99,completed,True
4488018,sdv-id-QQsZOY,89.99,completed,True
11814838,sdv-id-mmaojE,249.67,completed,True
10592328,sdv-id-dDLGdw,161.8,completed,True
6313051,sdv-id-Xubtch,89.99,completed,True
